ID,H,G,Epoch,MeanAnomaly,ArgPerihelion,LongAscNode,Inclination,Eccentricity,MeanMotion,SemiMajorAxis,Uncertainty,Reference,NObs,NOppositions,ObsStart,ObsEnd,RMS,CoarsePerturbers,PrecisePerturbers,Computer,ReadableDesignation,LastObsDate
12701,14.69,0.15,K2555,297.63176,192.58899,356.21935,6.51358,0.1689593,0.27647327,2.3336405,0,MPO914286,2737.0,24,1977,025,0.74,M-v,3Ek,MPCLINUX,(12701) Chenier,20250304
12801,14.5,0.15,K2555,234.5875,351.0765,63.71017,7.3416,0.1222411,0.25373888,2.4710301,0,E2025-O24,3252.0,25,1983,025,0.65,M-v,3Ek,MPCORBFIT,(12801) Somekawa,20250718
12901,13.67,0.15,K2555,323.70665,319.49945,153.06562,6.60043,0.1109443,0.19218593,2.9738678,0,MPO901325,3213.0,24,1975,025,0.71,M-v,3Ek,MPCLINUX,(12901) 1998 RF50,20250227
13001,14.59,0.15,K2555,101.68928,4.77,24.07823,3.75778,0.1565897,0.27783847,2.3259897,0,E2025-KB8,2743.0,23,1981,025,0.72,M-v,3Ek,MPCLINUX,(13001) Woodney,20250527
13101,14.62,0.15,K2555,347.37519,147.07576,173.11651,6.89368,0.0930494,0.25532756,2.4607694,0,E2025-O36,2488.0,23,1993,025,0.71,M-v,3Ek,MPCLINUX,(13101) Fransson,20250719
13201,15.41,0.15,K2555,58.92368,129.90684,195.98505,4.78885,0.104258,0.30194949,2.2004585,0,E2025-O63,4035.0,25,1982,024,0.55,M-v,3Ek,MPCLINUX,(13201) 1997 EF41,20241102
13301,14.54,0.15,K2555,335.78069,96.57831,291.26426,1.01949,0.0876064,0.22357486,2.6885662,0,E2025-N20,2341.0,23,1981,025,0.74,M-v,3Ek,MPCLINUX,(13301) Hofsteen,20250702
13401,13.11,0.15,K2555,197.90038,345.58555,299.79571,9.91995,0.2472109,0.20992325,2.803899,0,MPO914294,3896.0,25,1933,025,0.64,M-v,3Ek,MPCLINUX,(13401) 1999 RA133,20250423
13501,12.87,0.15,K2555,331.73252,224.26652,212.19068,9.01957,0.0837356,0.18440663,3.0569267,0,MPO901332,6300.0,25,1987,025,0.55,M-v,3Ek,MPCLINUX,(13501) 1987 VR,20250119
13601,14.54,0.15,K2555,129.48819,228.98228,166.49806,11.17829,0.1835255,0.24036396,2.5618664,0,MPO914296,2154.0,23,1988,025,0.75,M-v,3Ek,MPCLINUX,(13601) 1994 PU29,20250518
13701,15.43,0.15,K2555,195.78939,188.7723,232.94087,3.60764,0.1539232,0.28819006,2.2699522,0,E2025-O63,1859.0,20,1995,025,0.75,M-v,3Ek,MPCLINUX,(13701) Roquebrune,20250722
13801,13.81,0.15,K2555,175.88277,74.80312,103.14021,10.17777,0.0776562,0.21580354,2.7527304,0,E2025-N67,3403.0,28,1950,025,0.62,M-v,3Ek,MPCLINUX,(13801) Kohlhase,20250708
13901,14.22,0.15,K2555,48.75592,113.342,262.95272,6.9132,0.1311118,0.18898515,3.007352,0,MPO914299,1738.0,22,1977,025,0.77,M-v,3Ek,MPCLINUX,(13901) 1140 T-3,20250124
14001,13.87,0.15,K2555,36.14172,305.52972,229.20227,20.98867,0.2502684,0.27664525,2.3326732,0,E2025-O08,4680.0,22,1993,025,0.59,M-v,3Ek,MPCLINUX,(14001) 1993 KR,20250716
14101,14.07,0.15,K2555,257.01453,5.2835,223.69284,11.60342,0.1367462,0.22852725,2.6495821,0,MPO914301,3016.0,23,1996,025,0.73,M-v,3Ek,MPCLINUX,(14101) 1997 SD1,20250320
14201,13.11,0.15,K2555,216.22186,58.25192,235.14549,12.18199,0.1592132,0.23062314,2.6335049,0,MPO914302,4401.0,26,1975,025,0.65,M-v,3Ek,MPCLINUX,(14201) 1998 XR92,20250430
14301,14.74,0.15,K2555,306.35446,216.59848,294.00677,5.79354,0.0360075,0.27185133,2.3600167,0,MPO901341,3067.0,21,1973,025,0.67,M-v,3Ek,MPCLINUX,(14301) 5205 T-2,20250228
14401,13.45,0.15,K2555,78.76834,103.61321,294.48145,11.80467,0.1893222,0.232204,2.6215386,0,E2025-L08,3673.0,23,1981,025,0.67,M-v,3Ek,MPCLINUX,(14401) Reikoyukawa,20250526
14501,15.3,0.15,K2555,20.55841,39.86258,0.43149,5.2936,0.1445613,0.30092596,2.2054452,0,MPO887489,2377.0,20,1988,025,0.71,M-v,3Ek,MPCLINUX,(14501) Tetsuokojima,20250112
14601,15.02,0.15,K2555,223.91861,266.79864,52.35707,4.25886,0.1897923,0.27842428,2.322726,0,MPO914307,2556.0,24,1980,025,0.75,M-v,3Ek,MPCLINUX,(14601) 1998 SU73,20250517
14701,13.83,0.15,K2555,252.90913,185.44218,195.12325,13.11106,0.1883748,0.21742098,2.7390613,0,E2025-O08,2911.0,24,1976,025,0.7,M-v,3Ek,MPCLINUX,(14701) Aizu,20250716
14801,13.84,0.15,K2555,9.34677,208.82974,64.81821,15.6522,0.1585856,0.24084436,2.5584586,0,E2025-O24,3746.0,23,1980,025,0.63,M-v,3Ek,MPCORBFIT,(14801) 1980 PE3,20250718
14901,13.32,0.15,K2555,185.34899,107.74109,188.25756,12.30924,0.1739303,0.2228335,2.6945261,0,MPO914311,5125.0,23,1987,025,0.62,M-v,3Ek,MPCLINUX,(14901) Hidatakayama,20250427
15001,13.41,0.15,K2555,142.93283,338.16764,48.46875,11.48228,0.1335608,0.19222963,2.9734171,0,E2025-L70,2759.0,21,1995,025,0.75,M-v,3Ek,MPCLINUX,(15001) Fuzhou,20250609
15101,13.25,0.15,K2555,323.98135,56.29945,147.92552,27.04032,0.1978313,0.19598472,2.935314,0,E2025-M87,3375.0,29,1950,025,0.71,M-v,3Ek,MPCLINUX,(15101) 2000 AY150,20250618
15201,13.99,0.15,K2555,156.06265,153.797,237.67858,11.19003,0.2135451,0.22965697,2.6408858,0,E2025-M63,2657.0,24,1976,025,0.73,M-v,3Ek,MPCLINUX,(15201) 1976 UY,20250621
15301,14.26,0.15,K2555,235.9581,258.48458,134.40139,2.72158,0.0972039,0.2031418,2.8659582,0,E2025-O63,2637.0,25,1992,025,0.67,M-v,3Ek,MPCLINUX,(15301) Marutesser,20250720
15401,14.13,0.15,K2555,264.49004,110.44952,234.18292,10.70674,0.3038151,0.23700691,2.5860011,0,E2025-O02,2978.0,23,1976,025,0.63,M-v,3Ek,MPCLINUX,(15401) 1997 VE4,20250714
15501,14.53,0.15,K2555,87.12926,338.57179,0.22162,1.69889,0.0706965,0.20238234,2.8731236,0,E2025-KD6,2004.0,24,1991,025,0.75,M-v,3Ek,MPCLINUX,(15501) Pepawlowski,20250310
15601,13.42,0.15,K2555,194.3697,85.44603,52.53683,11.45239,0.1761446,0.172531,3.1956408,0,E2025-O24,4959.0,24,1986,025,0.52,M-v,3Ek,MPCLINUX,(15601) 2000 GZ106,20250718
15701,14.41,0.15,K2555,329.13249,348.28995,348.57607,1.21766,0.1832594,0.25896461,2.4376748,0,E2025-O08,2726.0,25,1972,025,0.69,M-v,3Ek,MPCLINUX,(15701) 1987 RG1,20250716
15801,14.59,0.15,K2555,92.21991,166.30748,240.36703,3.47261,0.1869757,0.25642935,2.4537156,0,MPO914321,2590.0,21,1994,025,0.72,M-v,3Ek,MPCLINUX,(15801) 1994 AF,20250427
15901,13.44,0.15,K2555,323.56845,331.84757,171.94038,10.54293,0.1000677,0.1864525,3.034524,0,MPO914322,2952.0,25,1995,025,0.71,M-v,3Ek,MPCLINUX,(15901) 1997 RY8,20250401
16001,14.48,0.15,K2555,241.21795,351.30718,193.39714,4.83307,0.0934625,0.17885555,3.1198552,0,MPO914324,1657.0,23,1991,025,0.8,M-v,3Ek,MPCLINUX,(16001) 1999 AY21,20250203
16101,14.11,0.15,K2555,192.72762,258.97245,58.86346,2.82627,0.0560944,0.20332062,2.8642776,0,MPO914325,2941.0,24,1991,025,0.72,M-v,3Ek,MPCLINUX,(16101) Notskas,20250423
16201,15.14,0.15,K2555,250.65535,177.70222,70.0129,1.35885,0.1693475,0.2695233,2.3735871,0,MPO914326,2188.0,24,1990,025,0.75,M-v,3Ek,MPCLINUX,(16201) 2000 CK1,20250322
16301,14.38,0.15,K2555,80.3999,77.87543,26.91829,4.05306,0.0855696,0.28205396,2.302756,0,E2025-O02,3045.0,23,1960,025,0.7,M-v,3Ek,MPCLINUX,(16301) 6576 P-L,20250714
16401,13.45,0.15,K2555,255.43399,341.18169,0.85366,9.01275,0.0892124,0.18620094,3.0372564,0,E2025-O02,4233.0,23,1984,025,0.56,M-v,3Ek,MPCLINUX,(16401) 1984 SV5,20250714
16501,15.28,0.15,K2555,178.55535,150.39379,120.26316,1.81574,0.1331406,0.29340474,2.242976,0,MPO901367,2700.0,22,1990,025,0.72,M-v,3Ek,MPCLINUX,(16501) 1990 SX13,20250221
16601,14.12,0.15,K2555,172.86282,122.66003,138.41961,6.85491,0.0981833,0.26577019,2.3958808,0,MPO901368,3813.0,23,1954,025,0.7,M-v,3Ek,MPCLINUX,(16601) 1993 FQ1,20250206
16701,14.58,0.15,K2555,290.79941,320.60655,313.07124,6.26752,0.140505,0.2655984,2.3969138,0,E2025-N01,3105.0,23,1991,025,0.64,M-v,3Ek,MPCLINUX,(16701) Volpe,20250626
16801,15.45,0.15,K2555,83.95844,195.77411,204.93434,3.17442,0.1066319,0.25976655,2.4326552,0,MPO914333,1582.0,21,1993,025,0.75,M-v,3Ek,MPCLINUX,(16801) Petrinpragensis,20250323
16901,14.45,0.15,K2555,205.05618,258.73973,138.22634,14.33321,0.1028066,0.22918187,2.6445344,0,E2025-N67,3248.0,23,1994,025,0.61,M-v,3Ek,MPCLINUX,(16901) Johnbrooks,20250702
17001,13.85,0.15,K2555,229.63724,206.24482,353.94985,6.0848,0.0691213,0.25341546,2.4731321,0,MPO901373,3799.0,22,1993,025,0.68,M-v,3Ek,MPCLINUX,(17001) Braydennoh,20250228
17101,14.65,0.15,K2555,28.96902,133.79758,285.80433,5.21591,0.111169,0.28856729,2.2679735,0,E2025-O63,3724.0,22,1983,025,0.63,M-v,3Ek,MPCLINUX,(17101) Sakenova,20250317
17201,14.59,0.15,K2555,270.45767,167.11407,355.9,1.52512,0.1423568,0.1880971,3.0168102,0,E2025-KB8,1578.0,23,1995,025,0.79,M-v,3Ek,MPCLINUX,(17201) Matjazhumar,20250220
17301,14.62,0.15,K2555,150.95944,315.18589,25.10609,4.50687,0.1201005,0.21938153,2.722718,0,MPO914339,2187.0,23,1960,025,0.79,M-v,3Ek,MPCLINUX,(17301) 4609 P-L,20250303
17401,14.67,0.15,K2555,343.96873,283.03952,3.33559,2.10967,0.2052219,0.26957902,2.37326,0,E2025-O24,3018.0,22,1985,025,0.72,M-v,3Ek,MPCORBFIT,(17401) 1985 RP3,20250718
17501,14.18,0.15,K2555,198.54283,245.70005,15.04935,6.14952,0.1520283,0.28899026,2.26576,0,MPO914341,3589.0,22,1986,025,0.69,M-v,3Ek,MPCLINUX,(17501) Tetsuro,20250321
17601,15.36,0.15,K2555,110.38472,46.81458,225.15305,24.20509,0.0645392,0.40160888,1.8194237,0,E2024-S35,2694.0,18,1995,024,0.7,M-v,3Ek,MPCLINUX,(17601) Sheldonschafer,20240922
17701,12.72,0.15,K2555,114.52558,30.66561,53.41566,10.1395,0.0526052,0.17482439,3.1676318,0,E2025-O08,3612.0,24,1994,025,0.68,M-v,3Ek,MPCLINUX,(17701) 1997 GU41,20250716
17801,14.01,0.15,K2555,318.39933,155.23332,47.8461,0.79142,0.1034137,0.17844618,3.1246248,0,E2025-L35,2265.0,25,1992,025,0.75,M-v,3Ek,MPCLINUX,(17801) Zelkowitz,20250527
17901,14.04,0.15,K2555,224.0505,100.02788,191.58674,2.86835,0.0742028,0.22208173,2.7006035,0,MPO914346,2760.0,24,1978,025,0.72,M-v,3Ek,MPCLINUX,(17901) Korinriske,20250424
18001,13.61,0.15,K2555,153.19068,118.13815,177.96578,9.86188,0.0711366,0.21110791,2.7933994,0,MPO901384,3119.0,23,1996,025,0.69,M-v,3Ek,MPCLINUX,(18001) 1999 JY83,20250226
18101,15.81,0.15,K2555,44.44745,164.17587,170.61589,5.10036,0.1907017,0.28550763,2.284148,0,MPO914349,1873.0,21,1990,024,0.74,M-v,3Ek,MPCLINUX,(18101) Coustenis,20241121
18201,15.27,0.15,K2555,14.37281,309.09457,109.01633,2.88325,0.1235086,0.24647165,2.5193668,0,MPO914350,1869.0,22,1960,025,0.75,M-v,3Ek,MPCLINUX,(18201) 2733 P-L,20250214
18301,13.54,0.15,K2555,190.79585,30.57563,310.10935,3.24593,0.1792866,0.29153364,2.2525629,0,E2025-MF8,4224.0,23,1979,025,0.66,M-v,3Ek,MPCLINUX,(18301) Konyukhov,20250625
18401,14.25,0.15,K2555,56.26883,305.23383,68.09,16.48567,0.1870918,0.24485613,2.5304362,0,MPO901389,3401.0,22,1992,025,0.7,M-v,3Ek,MPCLINUX,(18401) 1992 WE4,20250228
18501,15.02,0.15,K2555,113.89094,63.42524,240.23346,3.05911,0.0378738,0.2851043,2.2863017,0,E2025-MB4,2731.0,21,1996,025,0.7,M-v,3Ek,MPCLINUX,(18501) Luria,20250202
18601,14.95,0.15,K2555,27.54391,112.76772,98.11835,3.241,0.1486527,0.26366996,2.4085867,0,E2025-O02,2684.0,22,1991,025,0.76,M-v,3Ek,MPCORBFIT,(18601) Zafar,20250716
18701,13.65,0.15,K2555,299.93554,125.39043,202.74927,6.96163,0.0592446,0.18789975,3.0189221,0,E2025-O24,2874.0,25,1993,025,0.72,M-v,3Ek,MPCORBFIT,(18701) 1998 HB57,20250718
18801,14.35,0.15,K2555,355.18645,163.34747,125.61629,6.8616,0.1432681,0.26917192,2.3756523,0,E2025-O24,4439.0,22,1992,025,0.63,M-v,3Ek,MPCORBFIT,(18801) Noelleoas,20250718
18901,12.41,0.15,K2555,162.71986,157.67765,239.17735,21.78714,0.1115647,0.18125265,3.092287,0,E2025-O30,4300.0,24,1995,025,0.62,M-v,3Ek,MPCLINUX,(18901) 2000 MR5,20250718
19001,13.01,0.15,K2555,75.34561,177.90448,340.37555,11.95591,0.0298631,0.22319106,2.6916475,0,E2025-O24,3598.0,21,1980,025,0.68,M-v,3Ek,MPCORBFIT,(19001) 2000 RV60,20250718
19101,14.02,0.15,K2555,240.52988,80.93629,281.59212,7.59235,0.1028953,0.18226125,3.0808685,0,E2025-O24,2133.0,23,1981,025,0.71,M-v,3Ek,MPCORBFIT,(19101) 1981 EV6,20250718
19201,13.55,0.15,K2555,189.91133,281.32284,73.28673,2.4144,0.0384374,0.17655725,3.1468715,0,E2025-M10,2925.0,27,1989,025,0.74,M-v,3Ek,MPCLINUX,(19201) 1992 GZ4,20250616
19301,15.64,0.15,K2555,7.52275,170.62499,194.62059,0.9841,0.2720625,0.24132235,2.5550791,0,MPO841084,846.0,23,1991,024,0.88,M-v,3Ek,MPCLINUX,(19301) 1996 SF8,20240707
19401,15.27,0.15,K2555,301.64322,106.59129,46.05949,4.19071,0.0794682,0.24649757,2.5191902,0,E2025-KC9,1793.0,21,1996,025,0.77,M-v,3Ek,MPCLINUX,(19401) 1998 ES11,20250125
19501,12.41,0.15,K2555,270.94946,194.3495,91.33669,16.89072,0.1237181,0.17826741,3.1267135,0,E2025-O08,4016.0,27,1977,025,0.64,M-v,3Ek,MPCLINUX,(19501) 1998 KC50,20250716
19601,14.38,0.15,K2555,166.41684,156.19249,157.8446,1.6124,0.1925346,0.17280188,3.1923003,0,MPO914367,1476.0,24,1991,025,0.85,M-v,3Ek,MPCLINUX,(19601) 1999 ND42,20250225
19701,14.3,0.15,K2555,307.51381,150.0409,247.87545,20.95887,0.0427454,0.22912584,2.6449655,0,E2025-NA0,2193.0,23,1991,025,0.66,M-v,3Ek,MPCLINUX,(19701) Aomori,20250713
19801,14.61,0.15,K2555,55.98411,114.21298,211.524,1.42004,0.0738625,0.20286937,2.8685233,0,MPO887561,2064.0,22,1981,025,0.75,M-v,3Ek,MPCLINUX,(19801) Karenlemmon,20250112
19901,15.47,0.15,K2555,81.48534,115.08205,342.42318,3.9345,0.1065554,0.21577781,2.7529491,0,E2025-L39,1196.0,20,1977,025,0.82,M-v,3Ek,MPCLINUX,(19901) 2191 T-3,20250427
20001,12.45,0.15,K2555,350.05486,118.00965,127.22445,17.01905,0.1248168,0.17957161,3.1115558,0,E2025-O08,4145.0,25,1991,025,0.64,M-v,3Ek,MPCLINUX,(20001) Marinakoren,20250716
20101,12.82,0.15,K2555,259.83736,239.40459,84.12129,8.47941,0.0414132,0.17717517,3.1395505,0,E2025-O08,3646.0,23,1994,025,0.65,M-v,3Ek,MPCLINUX,(20101) 1994 XM2,20250716
20201,14.08,0.15,K2555,44.51433,277.54071,85.27581,15.58774,0.1673284,0.23573452,2.5952982,0,MPO901408,3012.0,22,1997,025,0.75,M-v,3Ek,MPCLINUX,(20201) 1997 EK6,20250221
20301,14.12,0.15,K2555,209.87831,250.50023,324.80449,7.62855,0.0761796,0.27849441,2.322336,0,E2025-O63,3406.0,20,1980,025,0.67,M-v,3Ek,MPCLINUX,(20301) Thakur,20250302
20401,14.66,0.15,K2555,51.335,324.61993,283.88501,11.65017,0.0533359,0.22200088,2.7012591,0,E2025-O30,1852.0,22,1985,025,0.68,M-v,3Ek,MPCLINUX,(20401) 1998 OX5,20250718
20501,14.5,0.15,K2555,91.49264,195.05016,185.12505,6.97677,0.2003508,0.24434876,2.5339378,0,MPO914377,2060.0,24,1989,025,0.74,M-v,3Ek,MPCLINUX,(20501) 1999 RD10,20250325
20601,14.01,0.15,K2555,15.82651,0.54497,312.22856,6.70781,0.2953363,0.23005352,2.6378502,0,E2025-O47,2268.0,24,1986,025,0.74,M-v,3Ek,MPCLINUX,(20601) 1999 RD197,20250713
20701,13.31,0.15,K2555,270.38496,232.83164,91.14623,15.8346,0.0087904,0.17450016,3.1715544,0,E2025-O08,2601.0,25,1957,025,0.68,M-v,3Ek,MPCLINUX,(20701) 1999 VL179,20250714
20801,13.72,0.15,K2555,347.86517,203.21833,22.8997,14.58607,0.1602695,0.22072563,2.7116536,0,E2025-O47,3975.0,22,1949,025,0.6,M-v,3Ek,MPCLINUX,(20801) 2000 SC179,20250719
20901,14.66,0.15,K2555,57.81068,268.31571,359.21617,6.25346,0.1149111,0.27088799,2.3656086,0,E2025-O63,2467.0,24,1981,025,0.74,M-v,3Ek,MPCLINUX,(20901) Mattmuehler,20250722
21001,15.28,0.15,K2555,295.75494,293.61758,177.4734,21.56852,0.3200857,0.2775684,2.3274983,0,E2024-V47,1578.0,20,1955,024,0.76,M-v,3Ek,MPCLINUX,(21001) Trogrlic,20241102
21101,13.8,0.15,K2555,219.26082,306.02037,320.12352,23.57278,0.1800469,0.28598582,2.2816011,0,MPO914384,3323.0,21,1953,025,0.69,M-v,3Ek,MPCLINUX,(21101) 1992 OJ1,20250416
21201,14.6,0.15,K2555,356.7697,260.14571,155.7795,2.3395,0.0562317,0.1987443,2.9080794,0,E2025-L35,1521.0,21,1992,025,0.77,M-v,3Ek,MPCLINUX,(21201) 1994 PO18,20250202
21301,14.66,0.15,K2555,262.85449,13.02495,238.55636,5.38314,0.0909466,0.28532485,2.2851234,0,MPO914386,3017.0,21,1996,025,0.71,M-v,3Ek,MPCLINUX,(21301) Zanin,20250501
21401,15.21,0.15,K2555,320.71847,302.72327,350.42152,2.10934,0.176956,0.25931748,2.4354629,0,E2025-O47,2281.0,24,1994,025,0.72,M-v,3Ek,MPCLINUX,(21401) Justinkovac,20250719
21501,15.03,0.15,K2555,347.01154,219.23507,261.4592,5.58639,0.0726005,0.27982411,2.3149731,0,MPO914388,2888.0,21,1978,025,0.7,M-v,3Ek,MPCLINUX,(21501) Acevedo,20250317
21601,10.0,0.15,K2555,62.55669,210.96067,263.62316,19.44876,0.0376233,0.08200383,5.2470269,0,E2025-O02,4156.0,27,1991,025,0.62,M-v,3Ek,MPCLINUX,(21601) Aias,20250714
21701,14.21,0.15,K2555,144.81954,242.12791,70.39072,3.03247,0.0424286,0.20395736,2.8583131,0,MPO901424,2559.0,23,1995,025,0.74,M-v,3Ek,MPCLINUX,(21701) Gabemendoza,20250227
21801,14.45,0.15,K2555,280.54222,7.13263,65.38953,5.37441,0.091232,0.26622595,2.3931456,0,E2025-O47,2941.0,24,1973,025,0.68,M-v,3Ek,MPCLINUX,(21801) Ancerl,20250721
21901,13.49,0.15,K2555,106.96737,353.32121,310.59202,10.03146,0.1502491,0.23568607,2.5956538,0,E2025-O63,4423.0,23,1982,025,0.6,M-v,3Ek,MPCLINUX,(21901) 1999 VZ11,20250227
22001,13.79,0.15,K2555,104.32513,312.71017,348.61402,0.55127,0.0975064,0.19393882,2.9559214,0,MPO914393,2934.0,25,1988,025,0.7,M-v,3Ek,MPCLINUX,(22001) 1999 XY41,20250130
22101,13.09,0.15,K2555,67.34687,90.48497,67.12404,17.69258,0.0650074,0.19613219,2.9338425,0,E2025-O02,3899.0,24,1982,025,0.67,M-v,3Ek,MPCLINUX,(22101) 2000 JG15,20250714
22201,14.94,0.15,K2555,352.50864,219.27123,166.56997,5.88549,0.2118352,0.27495471,2.342225,0,MPO887590,2419.0,21,1960,024,0.77,M-v,3Ek,MPCLINUX,(22201) 4584 P-L,20240812
22301,14.33,0.15,K2555,312.90784,38.85945,231.32332,8.62294,0.2126447,0.27740242,2.3284266,0,E2025-O08,3467.0,22,1990,025,0.7,M-v,3Ek,MPCLINUX,(22301) 1990 OB1,20250716
22401,13.31,0.15,K2555,46.15508,31.64124,157.51835,15.74927,0.1182567,0.17116757,3.2125882,0,E2025-O08,3027.0,26,1988,025,0.72,M-v,3Ek,MPCLINUX,(22401) Egisto,20250715
22501,15.88,0.15,K2555,280.2637,143.38954,110.08301,1.56901,0.1764405,0.26991103,2.3713134,0,MPO901432,1425.0,21,1993,025,0.77,M-v,3Ek,MPCLINUX,(22501) 1997 PR3,20250301
22601,13.44,0.15,K2555,194.095,210.08486,101.34695,9.30064,0.2810813,0.28111984,2.3078543,0,E2025-L03,4197.0,22,1974,025,0.65,M-v,3Ek,MPCLINUX,(22601) 1998 HD124,20250524
22701,14.63,0.15,K2555,118.82813,247.78565,6.51048,3.7829,0.1264668,0.29987352,2.2106024,0,E2024-V16,2930.0,21,1988,024,0.71,M-v,3Ek,MPCLINUX,(22701) Cyannaskye,20241031
22801,15.27,0.15,K2555,239.36441,36.64917,349.55589,4.67699,0.2584563,0.26013848,2.430336,0,E2025-MA1,2278.0,22,1988,025,0.76,M-v,3Ek,MPCLINUX,(22801) 1999 NP39,20250618
22901,13.85,0.15,K2555,61.41026,205.02189,199.41654,5.69147,0.14582,0.24006658,2.5639817,0,MPO914402,3391.0,22,1983,025,0.67,M-v,3Ek,MPCLINUX,(22901) Ivanbella,20250414
23001,13.78,0.15,K2555,56.44064,84.86776,50.89333,5.8065,0.0826198,0.17008998,3.2261427,0,E2025-N01,2192.0,23,1993,025,0.72,M-v,3Ek,MPCLINUX,(23001) 1999 VS89,20250624
23101,12.39,0.15,K2555,182.30305,175.7059,101.19052,15.42856,0.1246732,0.19031408,2.9933357,0,MPO914404,5064.0,24,1980,025,0.62,M-v,3Ek,MPCLINUX,(23101) 1999 XP164,20250425
23201,14.43,0.15,K2555,39.4738,239.186,214.52578,4.97192,0.1521244,0.2918285,2.2510454,0,MPO914405,3372.0,23,1982,025,0.7,M-v,3Ek,MPCLINUX,(23201) 2000 SJ42,20250516
23301,11.49,0.15,K2555,213.76433,356.98258,301.48307,21.42052,0.1947402,0.12386579,3.9856743,0,E2025-L35,4004.0,24,1982,025,0.61,M-v,3Ek,MPCLINUX,(23301) 2001 AO16,20250528
23401,16.05,0.15,K2555,200.87444,64.54982,225.81485,4.67174,0.1854098,0.30429351,2.1891436,0,MPO901442,1470.0,22,1968,025,0.77,M-v,3Ek,MPCLINUX,(23401) Brodskaya,20250203
23501,14.1,0.15,K2555,0.14723,39.5772,148.46484,12.97692,0.1767726,0.20995587,2.8036085,0,E2025-O08,3064.0,23,1992,025,0.67,M-v,3Ek,MPCLINUX,(23501) 1992 CK1,20250716
23601,15.21,0.15,K2555,210.05387,192.3831,90.08562,3.1677,0.2218153,0.27658738,2.3329986,0,E2025-L60,2379.0,22,1991,025,0.75,M-v,3Ek,MPCLINUX,(23601) 1995 YC5,20250121
23701,14.17,0.15,K2555,64.84144,223.50802,65.23285,1.50109,0.1642082,0.17999082,3.1067226,0,E2024-V74,2022.0,23,1995,024,0.75,M-v,3Ek,MPCLINUX,(23701) Liqibin,20241104
23801,15.02,0.15,K2555,87.63468,354.77998,250.31204,2.74193,0.1752782,0.26000247,2.4311834,0,MPO887610,2212.0,20,1990,024,0.75,M-v,3Ek,MPCLINUX,(23801) Erikgustafson,20240901
23901,14.13,0.15,K2555,58.74228,16.584,342.93556,0.94275,0.0663633,0.19109292,2.9851969,0,MPO901447,2646.0,24,1993,025,0.74,M-v,3Ek,MPCLINUX,(23901) 1998 SU62,20250118
24001,15.26,0.15,K2555,302.37207,170.58177,185.10797,7.09686,0.1302691,0.26239096,2.4164073,0,E2025-O08,2399.0,22,1995,025,0.7,M-v,3Ek,MPCLINUX,(24001) 1999 RK34,20250716
24101,13.09,0.15,K2555,309.76473,257.09415,176.05692,15.4678,0.3082129,0.22913386,2.6449037,0,E2025-O08,3218.0,24,1926,025,0.71,M-v,3Ek,MPCLINUX,(24101) Cassini,20250716
24201,15.21,0.15,K2555,160.47353,18.07706,248.13595,6.7401,0.083397,0.273202,2.3522319,0,MPO914415,2217.0,21,1992,025,0.73,M-v,3Ek,MPCLINUX,(24201) Davidkeith,20250203
24301,14.85,0.15,K2555,290.07576,212.04298,148.62162,6.31678,0.1050277,0.21948164,2.7218901,0,E2025-O02,1851.0,24,1990,025,0.73,M-v,3Ek,MPCORBFIT,(24301) Gural,20250716
24401,14.18,0.15,K2555,172.0508,197.02281,173.54505,12.79511,0.1890467,0.24359615,2.5391543,0,E2025-L68,2254.0,28,1953,025,0.73,M-v,3Ek,MPCLINUX,(24401) 2000 AS192,20250608
24501,11.74,0.15,K2555,64.51618,91.05,348.58838,20.25475,0.1055797,0.08342224,5.1873811,0,E2025-L03,1874.0,25,1953,025,0.7,M-v,3Ek,MPCLINUX,(24501) 2001 AN37,20250524
24601,14.91,0.15,K2555,69.24957,348.20732,37.56215,6.39854,0.1900638,0.2978016,2.2208439,0,MPO914419,2757.0,24,1951,025,0.7,M-v,3Ek,MPCLINUX,(24601) Valjean,20250330
24701,12.74,0.15,K2555,95.00827,34.85502,94.28258,15.54273,0.1726184,0.1261208,3.9380229,0,E2025-O63,2297.0,22,1990,025,0.71,M-v,3Ek,MPCLINUX,(24701) Elyu-Ene,20250720
24801,14.55,0.15,K2555,104.01488,7.11679,311.92059,3.01957,0.2257605,0.2649334,2.4009231,0,MPO914421,3081.0,23,1990,025,0.71,M-v,3Ek,MPCLINUX,(24801) 1994 PQ15,20250125
24901,15.7,0.15,K2555,143.63076,242.76545,134.62442,10.12766,0.0771955,0.28252086,2.3002182,0,E2025-L68,1680.0,21,1997,025,0.78,M-v,3Ek,MPCLINUX,(24901) 1997 AV20,20250613
25001,14.6,0.15,K2555,114.52205,213.34947,142.41524,18.97379,0.2829427,0.23500323,2.6006795,0,MPO914423,1688.0,22,1992,025,0.81,M-v,3Ek,MPCLINUX,(25001) Pacheco,20250323
25101,13.9,0.15,K2555,107.62578,182.20601,344.67596,11.25444,0.0620776,0.21334865,2.7738062,0,E2025-O02,2450.0,23,1996,025,0.7,M-v,3Ek,MPCORBFIT,(25101) 1998 RJ48,20250716
25201,14.71,0.15,K2555,259.14233,288.36769,17.3247,14.89713,0.2020413,0.24358978,2.5391986,0,E2025-L35,4061.0,22,1997,025,0.64,M-v,3Ek,MPCLINUX,(25201) 1998 SV140,20250520
