ID,H,G,Epoch,MeanAnomaly,ArgPerihelion,LongAscNode,Inclination,Eccentricity,MeanMotion,SemiMajorAxis,Uncertainty,Reference,NObs,NOppositions,ObsStart,ObsEnd,RMS,CoarsePerturbers,PrecisePerturbers,Computer,ReadableDesignation,LastObsDate
~0ikD,17.37,0.15,K2555,158.6414,342.70031,124.54669,11.58561,0.054683,0.17119849,3.2122013,0,MPO899649,48.0,7,2000,024,0.36,M-v,3Ek,MPCLINUX,(792001) 2020 QX84,20240508
~0ilp,14.9,0.15,K2555,102.70037,102.92282,311.42507,11.76917,0.0516391,0.08099955,5.2903082,0,MPO899676,50.0,8,2008,025,0.47,M-v,3Ek,MPCLINUX,(792101) 2020 TO78,20250219
~0inR,18.48,0.15,K2555,58.11408,350.96871,65.73355,4.39119,0.2459408,0.23877805,2.5731974,0,MPO899707,84.0,8,2003,025,0.37,M-v,3Ek,MPCLINUX,(792201) 2021 BL9,20250121
~0ip3,18.01,0.15,K2555,307.89361,6.11279,200.56826,5.92292,0.0939263,0.22262619,2.6961986,0,MPO899734,50.0,7,2008,025,0.46,M-v,3Ek,MPCLINUX,(792301) 2021 EZ30,20250221
~0iqf,17.88,0.15,K2555,265.01419,34.92638,269.27377,4.19704,0.1499426,0.23914192,2.5705866,0,MPO918374,114.0,7,2010,025,0.94,M-v,3Ek,MPCLINUX,(792401) 2021 GK9,20250425
~0isH,16.98,0.15,K2555,163.28411,240.11516,71.65304,12.76268,0.0534381,0.17801035,3.1297229,0,MPO899790,61.0,9,2007,023,0.39,M-v,3Ek,Bell,(792501) 2021 GN172,20231015
~0itt,17.04,0.15,K2555,162.11262,218.32507,120.22821,12.59831,0.0555447,0.16826736,3.2493972,0,MPO899816,51.0,9,2004,023,0.42,M-v,3Ek,Bell,(792601) 2021 MO25,20231204
~0ivV,14.75,0.15,K2555,151.67219,314.75674,42.4055,13.46754,0.0837308,0.08317691,5.1975761,0,MPO899842,55.0,8,2009,025,0.45,M-v,3Ek,MPCLINUX,(792701) 2021 TA94,20250303
~0ix7,17.73,0.15,K2555,235.4632,236.37749,340.62596,6.73769,0.0250995,0.19983693,2.8974695,0,MPO899868,42.0,10,2011,024,0.32,M-v,3Ek,Bell,(792801) 2022 LF19,20241203
~0iyj,17.55,0.15,K2555,157.97519,214.99069,213.93224,12.37422,0.0920696,0.22014524,2.7164174,0,MPO918375,68.0,7,2009,025,0.53,M-v,3Ek,MPCLINUX,(792901) 2022 SK72,20250424
~0j0L,17.35,0.15,K2555,13.75135,220.27266,264.01702,15.76858,0.1933154,0.19712045,2.9240285,0,MPO899920,47.0,6,2014,025,0.42,M-v,3Ek,MPCLINUX,(793001) 2023 RP77,20250119
~0j1x,18.3,0.15,K2555,289.56953,295.02929,23.79655,6.00533,0.3319219,0.25958249,2.433805,0,MPO907430,120.0,7,1999,025,0.95,M-v,3Ek,MPCLINUX,(793101) 1999 RB225,20250329
~0j3Z,16.67,0.15,K2555,67.05643,2.31249,44.24284,18.26707,0.1918793,0.17757666,3.1348165,0,MPO907459,137.0,8,2001,025,0.85,M-v,3Ek,Bell,(793201) 2001 TU261,20250303
~0j5B,17.54,0.15,K2555,77.33159,60.41085,353.68463,14.11322,0.1894702,0.23305819,2.6151291,0,MPO907493,198.0,8,2002,025,0.73,M-v,3Ek,MPCLINUX,(793301) 2002 RT238,20250422
~0j6n,17.65,0.15,K2555,263.3958,262.18605,84.0999,13.50901,0.2591353,0.22184427,2.7025303,0,MPO907526,57.0,7,2003,025,0.38,M-v,3Ek,MPCLINUX,(793401) 2003 QX121,20250502
~0j8P,18.27,0.15,K2555,90.14904,286.76211,98.11238,6.81601,0.1989488,0.28502597,2.2867205,0,MPO907556,104.0,9,1994,025,0.93,M-v,3Ek,Bell,(793501) 2003 WK215,20250107
~0jA1,18.04,0.15,K2555,243.96775,121.85015,203.38896,4.27211,0.1142895,0.22054439,2.713139,0,MPO907589,71.0,8,2004,025,0.41,M-v,3Ek,MPCLINUX,(793601) 2004 RV160,20250330
~0jBd,17.51,0.15,K2555,90.59389,320.39396,144.11577,6.66929,0.0299398,0.20244027,2.8725755,0,MPO907618,64.0,8,2005,025,0.34,M-v,3Ek,MPCLINUX,(793701) 2005 EZ295,20250326
~0jDF,17.67,0.15,K2555,200.98235,174.91468,173.91244,14.66259,0.269479,0.22944707,2.6424962,0,MPO907646,99.0,6,2005,025,1.05,M-v,3Ek,MPCLINUX,(793801) 2005 QE19,20250323
~0jEr,17.47,0.15,K2555,223.75521,233.36473,153.53369,31.39924,0.3741438,0.23293151,2.6160772,0,MPO907679,110.0,6,2005,025,0.7,M-v,3Ek,MPCLINUX,(793901) 2005 TQ,20250322
~0jGT,17.62,0.15,K2555,148.78317,261.84596,107.49695,3.21306,0.1210066,0.21992314,2.718246,0,MPO907711,83.0,7,2000,025,0.36,M-v,3Ek,MPCLINUX,(794001) 2005 UM406,20250320
~0jI5,18.34,0.15,K2555,247.71125,94.72441,238.46822,2.56124,0.1807909,0.22889424,2.6467493,0,MPO907740,73.0,8,2005,024,0.52,M-v,3Ek,Bell,(794101) 2005 WY125,20240110
~0jJh,17.41,0.15,K2555,350.09254,287.87687,308.83933,6.71076,0.1567861,0.21383181,2.7696263,0,E2025-M81,65.0,8,2006,025,0.41,M-v,3Ek,MPCLINUX,(794201) 2006 BT258,20250622
~0jLJ,18.46,0.15,K2555,309.11645,160.50159,141.72114,3.40262,0.1797078,0.25914668,2.4365329,0,E2025-M63,116.0,8,2006,025,1.07,M-v,3Ek,MPCLINUX,(794301) 2006 KY93,20250622
~0jMv,17.61,0.15,K2555,306.51343,298.78333,34.04024,6.92546,0.0583936,0.19913235,2.9043002,0,E2025-N32,68.0,9,2006,025,0.4,M-v,3Ek,MPCLINUX,(794401) 2006 SF248,20250703
~0jOX,17.39,0.15,K2555,151.61503,343.38285,35.50011,13.6853,0.166664,0.23425064,2.6062467,0,MPO907857,137.0,6,2006,025,0.92,M-v,3Ek,MPCLINUX,(794501) 2006 UP158,20250323
~0jQ9,18.81,0.15,K2555,161.44734,196.14874,213.65958,4.51607,0.1786734,0.28937342,2.2637595,0,MPO907886,130.0,7,2006,025,0.81,M-v,3Ek,MPCLINUX,(794601) 2006 WN12,20250428
~0jRl,18.18,0.15,K2555,132.28831,255.74663,160.95534,11.80745,0.1845036,0.22635542,2.6665033,0,MPO907915,74.0,7,2007,025,0.43,M-v,3Ek,MPCLINUX,(794701) 2007 CU49,20250330
~0jTN,18.05,0.15,K2555,342.84587,179.53519,40.39907,4.14357,0.1343888,0.21713279,2.7414844,0,MPO907946,69.0,6,2007,025,0.31,M-v,3Ek,MPCLINUX,(794801) 2007 HQ108,20250331
~0jUz,18.59,0.15,K2555,79.44156,196.16679,186.85384,10.44762,0.1087169,0.23834252,2.5763312,0,MPO907977,60.0,5,2007,024,0.54,M-v,3Ek,MPCLINUX,(794901) 2007 RG381,20241207
~0jWb,17.87,0.15,K2555,358.35215,315.90742,45.46547,6.82796,0.0513194,0.21839814,2.7308851,0,MPO908008,47.0,8,2007,024,0.48,M-v,3Ek,Bell,(795001) 2007 UY134,20240706
~0jYD,17.37,0.15,K2555,29.41806,68.36501,60.17009,9.75033,0.1216827,0.18334992,3.0686609,0,MPO908037,74.0,6,2002,025,0.33,M-v,3Ek,MPCLINUX,(795101) 2007 VV385,20250330
~0jZp,17.73,0.15,K2555,57.02188,297.66843,217.64297,5.3076,0.1399907,0.2395837,2.5674256,0,E2025-L70,92.0,7,2008,025,0.46,M-v,3Ek,MPCLINUX,(795201) 2008 AT143,20250614
~0jbR,18.05,0.15,K2555,264.87056,332.81196,159.15544,4.6574,0.0201975,0.21435856,2.7650872,0,MPO908096,55.0,9,2001,024,0.63,M-v,3Ek,Bell,(795301) 2008 CB235,20240911
~0jd3,18.09,0.15,K2555,51.31052,226.38158,279.62709,4.90591,0.1157923,0.23295283,2.6159176,0,MPO908125,71.0,8,2008,025,0.47,M-v,3Ek,MPCLINUX,(795401) 2008 EA179,20250425
~0jef,17.11,0.15,K2555,66.88886,7.38397,133.44442,2.74336,0.0653073,0.17598778,3.1536565,0,MPO908154,74.0,9,2002,025,0.4,M-v,3Ek,MPCLINUX,(795501) 2008 GS71,20250502
~0jgH,17.34,0.15,K2555,83.98622,62.29973,154.10503,5.28168,0.1168173,0.18534932,3.0465528,0,MPO908183,64.0,8,2008,024,0.53,M-v,3Ek,MPCLINUX,(795601) 2008 JE28,20240605
~0jht,17.67,0.15,K2555,192.03711,325.79654,38.31414,6.24194,0.0989326,0.20948174,2.8078373,0,MPO908212,74.0,8,2008,025,0.28,M-v,3Ek,MPCLINUX,(795701) 2008 RM185,20250323
~0jjV,18.25,0.15,K2555,286.72679,275.74441,200.96342,8.39113,0.1203081,0.23930894,2.5693904,0,MPO908243,47.0,8,2006,024,0.47,M-v,3Ek,Bell,(795801) 2008 TQ55,20240911
~0jl7,17.32,0.15,K2555,242.07675,287.92771,80.69409,9.27402,0.3095993,0.21798596,2.7343264,0,MPO908273,77.0,6,2008,025,0.49,M-v,3Ek,MPCLINUX,(795901) 2008 UB363,20250424
~0jmj,17.59,0.15,K2555,108.43408,293.77657,102.59457,11.28747,0.0528844,0.18953067,3.0015786,0,MPO908302,45.0,9,2008,025,0.41,M-v,3Ek,Bell,(796001) 2008 YU85,20250205
~0joL,17.79,0.15,K2555,227.66491,105.81392,131.89445,12.122,0.1442226,0.23040024,2.6352031,0,MPO908332,65.0,8,2009,024,0.52,M-v,3Ek,Bell,(796101) 2009 DE152,20241203
~0jpx,17.65,0.15,K2555,187.0653,307.6291,251.13977,3.0702,0.1405092,0.21330788,2.7741596,0,MPO908360,62.0,8,2009,024,0.46,M-v,3Ek,Bell,(796201) 2009 JE24,20240911
~0jrZ,18.26,0.15,K2555,11.05953,212.87443,302.7272,4.17339,0.1607613,0.27943083,2.3171448,0,MPO908392,125.0,10,2009,025,0.97,M-v,3Ek,Bell,(796301) 2009 SH176,20250303
~0jtB,16.93,0.15,K2555,352.82241,276.32095,55.50688,11.61992,0.0435791,0.17992332,3.1074996,0,MPO908421,63.0,8,2009,023,0.46,M-v,3Ek,Bell,(796401) 2009 UL67,20230514
~0jun,18.55,0.15,K2555,137.23839,356.14877,84.45331,8.3614,0.0812435,0.28293146,2.2979922,0,MPO908452,110.0,8,2009,025,1.0,M-v,3Ek,MPCLINUX,(796501) 2009 WE151,20250502
~0jwP,19.15,0.15,K2555,39.34382,84.75005,326.67071,3.87238,0.0795524,0.31536681,2.1375948,0,MPO908483,110.0,8,2007,024,1.04,M-v,3Ek,Bell,(796601) 2010 CJ167,20241222
~0jy1,16.8,0.15,K2555,213.02485,290.61666,270.69875,9.54613,0.0891283,0.17237224,3.1976027,0,MPO908510,55.0,8,2010,024,0.3,M-v,3Ek,Bell,(796701) 2010 LO148,20241120
~0jzd,18.69,0.15,K2555,291.02892,110.78711,159.36412,23.07319,0.0797242,0.37469464,1.9055385,0,MPO908540,141.0,7,2010,025,0.86,M-v,3Ek,MPCLINUX,(796801) 2010 SZ47,20250426
~0k1F,18.0,0.15,K2555,94.1124,116.32752,350.9422,7.09622,0.2120823,0.23181779,2.6244494,0,MPO908570,97.0,8,2010,025,0.41,M-v,3Ek,MPCLINUX,(796901) 2010 UA68,20250502
~0k2r,18.46,0.15,K2555,68.64472,283.28371,177.37881,3.30379,0.1653003,0.22494359,2.6776489,0,MPO908599,45.0,7,2010,025,0.43,M-v,3Ek,MPCLINUX,(797001) 2010 VP248,20250323
~0k4T,17.94,0.15,K2555,104.25925,339.21524,81.25081,15.25327,0.1761817,0.22057601,2.7128797,0,MPO908628,76.0,6,2010,025,0.4,M-v,3Ek,MPCLINUX,(797101) 2010 YY6,20250323
~0k65,17.37,0.15,K2555,293.53824,316.17621,138.75279,5.511,0.0805454,0.1875426,3.0227537,0,MPO908657,56.0,8,2011,024,0.31,M-v,3Ek,Bell,(797201) 2011 BP177,20240910
~0k7h,18.29,0.15,K2555,186.21475,135.38861,279.33143,2.27437,0.0678764,0.22841561,2.6504454,0,MPO908684,48.0,8,2004,024,0.38,M-v,3Ek,Bell,(797301) 2011 CJ149,20240209
~0k9J,17.47,0.15,K2555,224.26286,45.08598,294.8265,6.81927,0.026734,0.21220289,2.7837818,0,MPO908712,61.0,9,2008,025,0.54,M-v,3Ek,MPCLINUX,(797401) 2011 FV114,20250428
~0kAv,17.4,0.15,K2555,204.73717,232.69349,141.87088,5.8172,0.1326976,0.19190056,2.9768153,0,MPO908742,84.0,7,2011,025,0.44,M-v,3Ek,MPCLINUX,(797501) 2011 OX62,20250424
~0kCX,18.25,0.15,K2555,277.97541,59.72008,250.14239,0.88586,0.1931923,0.26476983,2.4019118,0,MPO908774,108.0,6,2010,025,0.9,M-v,3Ek,MPCLINUX,(797601) 2011 SZ224,20250402
~0kE9,18.05,0.15,K2555,252.96096,237.61361,266.94499,3.83319,0.0285958,0.21619957,2.7493677,0,MPO908802,47.0,8,2007,024,0.49,M-v,3Ek,Bell,(797701) 2011 UQ136,20240827
~0kFl,17.29,0.15,K2555,77.28626,243.34874,246.00698,8.78287,0.1755247,0.17404024,3.1771394,0,MPO908829,55.0,7,2005,025,0.54,M-v,3Ek,MPCLINUX,(797801) 2011 UJ464,20250425
~0kHN,17.08,0.15,K2555,249.89067,121.97627,242.79243,13.7988,0.1285604,0.18650634,3.03394,0,MPO908857,95.0,6,2011,025,0.88,M-v,3Ek,MPCLINUX,(797901) 2011 WH149,20250521
~0kIz,18.16,0.15,K2555,138.50228,305.38247,101.15859,3.58668,0.1460728,0.23853196,2.574967,0,MPO908887,64.0,6,2012,025,0.44,M-v,3Ek,MPCLINUX,(798001) 2012 BZ37,20250323
~0kKb,18.36,0.15,K2555,78.04513,117.39497,329.51853,5.72791,0.1873492,0.23026725,2.6362177,0,MPO908918,115.0,7,2001,025,0.76,M-v,3Ek,MPCLINUX,(798101) 2012 DB41,20250321
~0kMD,18.05,0.15,K2555,41.10522,147.70879,5.41579,10.10388,0.0238864,0.22723887,2.6595876,0,MPO908949,59.0,7,2010,025,0.45,M-v,3Ek,MPCLINUX,(798201) 2012 FK54,20250330
~0kNp,17.15,0.15,K2555,141.00872,231.89961,50.09571,12.77039,0.1980009,0.18968029,2.9999999,0,MPO908980,62.0,8,2003,024,0.38,M-v,3Ek,Bell,(798301) 2012 HU91,20241119
~0kPR,18.61,0.15,K2555,225.72872,51.66795,225.11329,19.31237,0.0617653,0.35774321,1.965268,0,MPO909009,109.0,8,2010,025,0.93,M-v,3Ek,Bell,(798401) 2012 LU17,20250108
~0kR3,18.64,0.15,K2555,243.69665,332.53508,333.28707,3.9344,0.2054672,0.27615239,2.3354479,0,MPO909043,109.0,8,1994,025,0.88,M-v,3Ek,Bell,(798501) 2012 SE79,20250224
~0kSf,17.84,0.15,K2555,266.80499,184.53725,169.76108,3.72547,0.1074341,0.21120113,2.7925774,0,E2025-N09,70.0,9,2007,025,0.4,M-v,3Ek,MPCLINUX,(798601) 2012 TE377,20250701
~0kUH,17.33,0.15,K2555,300.5336,6.97858,247.49788,9.72846,0.0319397,0.18839045,3.0136776,0,MPO909104,56.0,8,2012,025,0.48,M-v,3Ek,MPCLINUX,(798701) 2012 UA252,20250328
~0kVt,17.66,0.15,K2555,93.72475,17.03031,94.75716,9.69899,0.1434309,0.18646948,3.0343398,0,MPO909134,51.0,6,2012,025,0.57,M-v,3Ek,MPCLINUX,(798801) 2012 XR82,20250425
~0kXV,16.76,0.15,K2555,327.04278,302.94586,276.44942,14.49028,0.1655634,0.1710892,3.2135692,0,MPO909164,60.0,6,2013,025,0.32,M-v,3Ek,MPCLINUX,(798901) 2013 AK109,20250328
~0kZ7,18.12,0.15,K2555,35.05571,252.50798,157.47738,5.15781,0.259601,0.23849793,2.5752119,0,MPO909192,192.0,5,1999,025,0.72,M-v,3Ek,MPCLINUX,(799001) 2013 BX96,20250215
~0kaj,17.34,0.15,K2555,132.2516,175.23446,294.65782,8.25027,0.0807559,0.18096211,3.0955961,0,MPO909220,43.0,8,2006,024,0.45,M-v,3Ek,Bell,(799101) 2013 CO239,20240318
~0kcL,18.37,0.15,K2555,40.88377,353.86249,190.00271,2.16093,0.129775,0.25453898,2.4658492,0,E2025-M81,148.0,8,2009,025,0.65,M-v,3Ek,MPCLINUX,(799201) 2013 EQ157,20250622
~0kdx,17.51,0.15,K2555,238.22253,13.44196,2.69199,8.64317,0.0473352,0.17425722,3.1745014,0,MPO909274,50.0,8,2010,024,0.47,M-v,3Ek,Bell,(799301) 2013 HY64,20240317
~0kfZ,17.34,0.15,K2555,1.43028,297.62774,275.80177,12.24939,0.2119346,0.23179092,2.6246522,0,MPO909303,86.0,8,2008,025,0.41,M-v,3Ek,MPCLINUX,(799401) 2013 ME10,20250329
~0khB,18.31,0.15,K2555,248.09601,114.95576,214.86757,4.16061,0.1805514,0.22468825,2.6796771,0,MPO909331,67.0,8,2009,025,0.49,M-v,3Ek,MPCLINUX,(799501) 2013 PX78,20250329
~0kin,18.94,0.15,K2555,108.37754,79.65617,338.2831,5.08805,0.26136,0.28949628,2.263119,0,MPO909359,173.0,7,2011,025,0.74,M-v,3Ek,MPCLINUX,(799601) 2013 RO8,20250322
~0kkP,18.64,0.15,K2555,165.04944,307.26734,41.5342,6.28862,0.2846649,0.29137195,2.2533962,0,MPO909388,155.0,8,2003,025,0.86,M-v,3Ek,Bell,(799701) 2013 SG40,20250221
~0km1,18.1,0.15,K2555,316.83384,101.69769,198.49769,3.16179,0.1879936,0.23163809,2.6258066,0,E2025-M63,60.0,8,2008,025,0.48,M-v,3Ek,MPCLINUX,(799801) 2013 TF216,20250621
~0knd,17.41,0.15,K2555,208.71242,247.61007,101.78931,5.02533,0.1118976,0.20908686,2.8113714,0,MPO909447,93.0,7,2008,025,0.33,M-v,3Ek,MPCLINUX,(799901) 2013 VF66,20250422
~0kpF,18.37,0.15,K2555,87.49589,129.75824,303.35361,17.30663,0.1220287,0.36040769,1.9555699,0,MPO909480,142.0,6,2007,025,0.77,M-v,3Ek,MPCLINUX,(800001) 2013 YW88,20250326
~0kqr,17.23,0.15,K2555,18.85118,211.36387,302.63751,12.80232,0.1030952,0.18335539,3.0685999,0,MPO909513,60.0,7,2012,025,0.4,M-v,3Ek,MPCLINUX,(800101) 2014 BR84,20250330
~0ksT,17.46,0.15,K2555,322.66724,39.27988,206.98226,0.22139,0.1505465,0.17916264,3.1162892,0,MPO909545,67.0,5,2014,025,0.37,M-v,3Ek,MPCLINUX,(800201) 2014 DS153,20250330
~0ku5,17.8,0.15,K2555,303.34949,140.12432,147.53352,14.22017,0.2877532,0.27122785,2.363632,0,MPO909573,117.0,6,2014,025,0.95,M-v,3Ek,MPCLINUX,(800301) 2014 EM39,20250426
~0kvh,17.66,0.15,K2555,310.74181,222.33483,23.69001,14.69871,0.2308158,0.17672073,3.1449304,0,MPO909601,62.0,5,2014,025,0.54,M-v,3Ek,MPCLINUX,(800401) 2014 ER253,20250322
~0kxJ,17.39,0.15,K2555,341.46267,276.89101,300.93713,7.68232,0.1839123,0.17666921,3.1455418,0,MPO909630,53.0,6,2008,025,0.29,M-v,3Ek,MPCLINUX,(800501) 2014 GL71,20250427
~0kyv,17.58,0.15,K2555,288.22517,87.1936,187.40159,12.67384,0.0956348,0.17695879,3.1421093,0,MPO909659,57.0,6,2011,025,0.43,M-v,3Ek,MPCLINUX,(800601) 2014 HU129,20250330
~0l0X,17.23,0.15,K2555,169.68545,297.59441,92.78189,6.1768,0.1605692,0.17445885,3.172055,0,MPO909686,62.0,8,2007,024,0.6,M-v,3Ek,Bell,(800701) 2014 HR307,20240311
~0l29,17.22,0.15,K2555,339.81207,354.07713,236.60412,16.71297,0.1565509,0.17890149,3.1193211,0,MPO909715,46.0,6,2014,025,0.33,M-v,3Ek,MPCLINUX,(800801) 2014 JV118,20250422
~0l3l,16.85,0.15,K2555,300.30937,63.83699,228.61988,16.39246,0.1359879,0.17268033,3.1937981,0,MPO909745,62.0,6,2008,025,0.51,M-v,3Ek,MPCLINUX,(800901) 2014 KK126,20250519
~0l5N,17.39,0.15,K2555,248.36639,215.41955,94.56227,13.86164,0.1522328,0.24595808,2.5228726,0,MPO909772,119.0,9,2014,025,0.94,M-v,3Ek,MPCLINUX,(801001) 2014 NX51,20250330
~0l6z,18.23,0.15,K2555,277.32869,239.40756,95.00483,2.46898,0.2003583,0.25481659,2.4640579,0,MPO909799,108.0,7,1995,025,0.92,M-v,3Ek,MPCLINUX,(801101) 2014 OD370,20250519
~0l8b,18.35,0.15,K2555,284.56411,292.51177,27.01582,2.71127,0.2096701,0.25360515,2.4718987,0,MPO909827,109.0,5,2014,025,1.0,M-v,3Ek,MPCLINUX,(801201) 2014 QK175,20250503
~0lAD,18.11,0.15,K2555,170.22439,211.71037,168.71552,18.89509,0.1025547,0.23062712,2.6334746,0,MPO909854,68.0,7,2001,025,0.33,M-v,3Ek,MPCLINUX,(801301) 2014 QS530,20250322
~0lBp,17.81,0.15,K2555,30.43897,334.01813,83.3279,6.86995,0.0640494,0.20611544,2.8383266,0,MPO909880,57.0,8,2005,024,0.37,M-v,3Ek,Bell,(801401) 2014 SF202,20241205
~0lDR,17.2,0.15,K2555,5.81987,307.46934,3.64326,8.96287,0.0979116,0.17278708,3.1924825,0,E2025-N41,61.0,9,2008,025,0.45,M-v,3Ek,MPCLINUX,(801501) 2014 TQ77,20250704
~0lF3,18.32,0.15,K2555,153.88982,275.60355,175.00089,8.47895,0.1292655,0.23936342,2.5690005,0,MPO909938,64.0,8,2010,024,0.44,M-v,3Ek,Bell,(801601) 2014 UE258,20240214
~0lGf,17.86,0.15,K2555,204.16763,44.24998,287.23576,11.35269,0.1487117,0.22357417,2.6885717,0,MPO909966,69.0,8,2014,024,0.6,M-v,3Ek,Bell,(801701) 2014 WB174,20240117
~0lIH,19.11,0.15,K2555,89.56603,35.34173,34.96179,4.98461,0.1044096,0.30807827,2.1711775,0,MPO909995,104.0,9,2003,025,1.14,M-v,3Ek,Bell,(801801) 2014 WW437,20250227
~0lJt,17.78,0.15,K2555,171.08107,162.58672,177.28944,6.50235,0.1368204,0.21609333,2.7502688,0,MPO910023,55.0,5,2009,023,0.35,M-v,3Ek,MPCLINUX,(801901) 2014 WG597,20231208
~0lLV,17.96,0.15,K2555,148.08198,259.16423,148.93403,4.50439,0.0715868,0.21491109,2.7603459,0,MPO910050,59.0,8,2006,022,0.5,M-v,3Ek,Bell,(802001) 2015 AT75,20220927
~0lN7,17.29,0.15,K2555,212.85956,230.7814,83.53347,13.62591,0.077113,0.20386402,2.8591854,0,MPO910077,78.0,8,2012,025,0.43,M-v,3Ek,MPCLINUX,(802101) 2015 AK303,20250319
~0lOj,17.79,0.15,K2555,172.50779,255.30371,93.04578,6.22598,0.1288071,0.20288869,2.8683413,0,MPO910105,56.0,8,2008,025,0.39,M-v,3Ek,Bell,(802201) 2015 BL199,20250223
~0lQL,17.97,0.15,K2555,337.17007,70.28519,186.14729,1.57744,0.0421889,0.21833368,2.7314226,0,E2025-M81,63.0,9,2008,025,0.66,M-v,3Ek,MPCLINUX,(802301) 2015 BA475,20250622
~0lRx,17.89,0.15,K2555,167.04489,319.87622,90.54892,4.79884,0.100447,0.21597485,2.7512745,0,MPO910163,54.0,8,1995,025,0.45,M-v,3Ek,MPCLINUX,(802401) 2015 CZ75,20250421
~0lTZ,18.17,0.15,K2555,69.01288,329.33457,104.93934,7.29815,0.1044037,0.28509848,2.2863328,0,MPO910193,162.0,8,2015,025,0.9,M-v,3Ek,Bell,(802501) 2015 DD256,20250303
~0lVB,17.69,0.15,K2555,53.58634,348.69225,103.95024,12.51708,0.2550922,0.19162791,2.9796382,0,MPO910221,68.0,6,1998,025,0.38,M-v,3Ek,MPCLINUX,(802601) 2015 FY9,20250331
~0lWn,17.66,0.15,K2555,311.30428,85.28359,159.54992,15.57216,0.225044,0.18611187,3.0382254,0,MPO910252,71.0,5,2009,025,0.3,M-v,3Ek,MPCLINUX,(802701) 2015 FU303,20250324
~0lYP,17.46,0.15,K2555,152.06584,200.14208,202.91749,1.98475,0.0543256,0.19795714,2.9157834,0,MPO910283,45.0,7,2007,025,0.55,M-v,3Ek,MPCLINUX,(802801) 2015 FL467,20250327
~0la1,15.1,0.15,K2555,15.19328,289.89595,201.17163,3.38487,0.092842,0.08250748,5.225652,0,MPO910313,66.0,10,2002,025,0.36,M-v,3Ek,Bell,(802901) 2015 HV157,20250227
~0lbd,16.82,0.15,K2555,281.76844,161.47624,321.28938,7.312,0.0592317,0.15525719,3.4284795,0,MPO910340,65.0,8,2008,024,0.47,M-v,3Ek,Bell,(803001) 2015 HA313,20241001
~0ldF,17.36,0.15,K2555,253.24299,154.21785,137.7344,10.11451,0.0796612,0.17939499,3.1135978,0,MPO910370,58.0,6,2015,025,0.72,M-v,3Ek,MPCLINUX,(803101) 2015 KV111,20250331
~0ler,17.57,0.15,K2555,234.67017,245.36894,101.23159,4.63568,0.113754,0.18998798,2.9967601,0,MPO910399,53.0,7,2011,025,0.4,M-v,3Ek,MPCLINUX,(803201) 2015 KS311,20250326
~0lgT,17.48,0.15,K2555,255.01098,186.91153,137.52769,8.9375,0.07306,0.17756161,3.1349936,0,MPO910429,59.0,8,2005,025,0.57,M-v,3Ek,MPCLINUX,(803301) 2015 MD88,20250326
~0li5,19.98,0.15,K2555,85.14814,110.08545,306.96068,15.21607,0.4190153,0.54361566,1.486876,0,E2025-N20,715.0,3,2015,025,0.61,M-v,3Ek,MPCLINUX,(803401) 2015 NS13,20250228
~0ljh,17.74,0.15,K2555,144.80763,65.60636,170.05056,9.28453,0.0965413,0.21660029,2.7459757,0,MPO910491,56.0,8,2005,024,0.44,M-v,3Ek,Bell,(803501) 2015 OZ150,20240903
~0llJ,17.99,0.15,K2555,100.90404,91.12988,331.81596,14.13937,0.057706,0.25844295,2.440954,0,MPO910518,121.0,8,2002,025,0.92,M-v,3Ek,Bell,(803601) 2015 PY169,20250303
~0lmv,18.12,0.15,K2555,307.04733,123.82849,326.21895,4.77376,0.0341136,0.22105958,2.7089219,0,MPO910547,56.0,8,2013,024,0.44,M-v,3Ek,Bell,(803701) 2015 QZ26,20240911
~0loX,17.58,0.15,K2555,341.1071,253.45467,24.48116,2.62764,0.1744664,0.18275127,3.0753588,0,MPO910578,55.0,8,2002,021,0.35,M-v,3Ek,Bell,(803801) 2015 RC308,20211101
~0lq9,18.21,0.15,K2555,102.45822,295.43381,113.60903,9.67441,0.1608107,0.2378637,2.5797875,0,MPO910608,97.0,6,2011,025,0.38,M-v,3Ek,MPCLINUX,(803901) 2015 TT142,20250323
~0lrl,18.27,0.15,K2555,60.75369,357.4624,143.80284,13.94877,0.165406,0.24216888,2.5491213,0,MPO910642,59.0,5,2015,025,0.77,M-v,3Ek,MPCLINUX,(804001) 2015 TQ403,20250501
~0ltN,17.96,0.15,K2555,86.9337,70.56693,287.36138,11.34631,0.2854681,0.22396461,2.6854461,0,MPO910671,76.0,8,2006,021,0.3,M-v,3Ek,Bell,(804101) 2015 VU25,20210118
~0luz,18.73,0.15,K2555,33.45133,351.91052,151.71225,5.66239,0.3025059,0.23365688,2.6106601,0,MPO910703,73.0,5,2004,025,0.34,M-v,3Ek,MPCLINUX,(804201) 2015 XS22,20250426
~0lwb,17.89,0.15,K2555,136.36722,48.62628,247.0435,4.12695,0.1408507,0.21159379,2.7891215,0,MPO910734,57.0,8,2005,024,0.44,M-v,3Ek,Bell,(804301) 2015 XJ278,20241129
~0lyD,18.37,0.15,K2555,18.9822,35.2686,151.10451,2.84454,0.111916,0.2423792,2.5476464,0,MPO910765,69.0,7,2015,025,0.76,M-v,3Ek,MPCLINUX,(804401) 2015 XN439,20250501
